respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Qual é a sua idade?,Com qual gênero você se identifica?,Qual é seu nível de escolaridade?,Qual é o nível de escolaridade do seu pai?,Qual é o nível de escolaridade da sua mãe?,Qual a sua profissão?,O que é o Sol?,Quantos planetas o Sistema Solar possui?,Qual o maior planeta do Sistema Solar?,Qual é o nome da nossa Galáxia?,O que é a Lua?,Qual é a distância (aproximada) da Terra ao Sol?,Qual o formato da Terra?,O que é um eclipse lunar?,"O que é uma ""estrela cadente""?",Qual a diferença entre cometa e asteroide?,O que é uma nebulosa?,Qual destes(as) é um(a) astrônomo(a) brasileiro(a)?,O que é um buraco negro?,"Qual a idade do Universo, aproximadamente?",Por que é necessário colocar telescópios no espaço?,O Sol morrerá um dia. O que ele se tornará?,Identifique a nebulosa:,Selecione a alternativa que associa corretamente a constelação a seu nome:
10235860486,216856699,09/24/2018 02:39:54 PM,09/24/2018 02:47:52 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Médio Incompleto,Médio Incompleto,Outros,,,,,,,,,,,,,,,,,,
10235853943,216856699,09/24/2018 02:44:32 PM,09/24/2018 02:47:26 PM,,,,,,25 a 34,Feminino,Superior Incompleto,Superior Incompleto,Pós-graduação Completo,Vendedor,Uma estrela,9,Sol,Via Láctea,Um satélite natural,150 trilhões Km,Redondo,"Ocorre quando o Sol fica entre a Lua e a Terra, direcionando os raios solares de tal forma que estes não atingem a Lua.",É um cometa que passa muito perto da Terra,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Rebeca Gusmão,"É uma pequena galáxia que perdeu toda massa através de colisões com outras galáxias maiores, tornando-se ""negra""",3 bilhões de anos,"É uma questão territorial; telescópios no espaço estão em ""território internacional"", portanto, livres de taxações e possíveis disputas geopolíticas",Uma nova estrela,Image 1,Órion
10235853808,216856699,09/24/2018 02:44:20 PM,09/24/2018 02:48:51 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Incompleto,Superior Incompleto,Outros,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Elisabete Costa,"É uma pequena galáxia que perdeu toda massa através de colisões com outras galáxias maiores, tornando-se ""negra""",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Escorpião
10235839925,216856699,09/24/2018 02:38:03 PM,09/24/2018 02:45:13 PM,,,,,,18 a 24,Feminino,Superior Completo,Superior Completo,Pós-graduação Completo,Outros,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É o ""resto"" de uma estrela após esta ter morrido",Alberto Garibaldi,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",A idade do universo é desconhecida,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Anã Branca,Image 4,Lira
10235838226,216856699,09/24/2018 02:35:33 PM,09/24/2018 02:41:39 PM,,,,,,18 a 24,Masculino,Superior Completo,Médio Incompleto,Médio Incompleto,Professor,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando o Sol fica entre a Lua e a Terra, direcionando os raios solares de tal forma que estes não atingem a Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos possuem características físicas semelhantes, com a diferença que asteroides são mais velhos e podem entrar nas atmosferas de planetas","É um tipo de galáxia raro, confundido inicialmente com uma estrela",Rebeca Gusmão,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",A idade do universo é desconhecida,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 4,Três Marias
10235837016,216856699,09/24/2018 02:36:43 PM,09/24/2018 02:51:27 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Superior Completo,Superior Completo,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10235824440,216856699,09/24/2018 02:32:46 PM,09/24/2018 02:37:53 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Médio Completo,Médio Completo,Estudante,Uma estrela,7,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos possuem características físicas semelhantes, com a diferença que asteroides são mais velhos e podem entrar nas atmosferas de planetas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10235823624,216856699,09/24/2018 02:32:20 PM,09/24/2018 02:33:04 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Médio Completo,Médio Completo,Estudante,,,,,,,,,,,,,,,,,,
10235821434,216856699,09/24/2018 02:31:12 PM,09/24/2018 02:39:16 PM,,,,,,25 a 34,Feminino,Médio Completo,Superior Incompleto,Médio Completo,Fotógrafo,Um planeta,8,Júpiter,Via Láctea,Um planeta,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos possuem características físicas semelhantes, com a diferença que asteroides são mais velhos e podem entrar nas atmosferas de planetas","É uma região do céu com muitas nuvens, que dificulta as observações",Alberto Garibaldi,É uma região do espaço através da qual é possível viajar para outras dimensões,550 milhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Um Buraco Negro,Image 1,Escorpião
10235817861,216856699,09/24/2018 02:28:53 PM,09/24/2018 02:35:54 PM,,,,,,18 a 24,Feminino,Superior Completo,Superior Completo,Médio Incompleto,Jornalista,Uma estrela,9,Sol,Via Láctea,Um satélite natural,150 bilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.","É uma estrela que ""viaja"" pelo céu, causando o efeito visual","Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Emilio Médici,É uma região do espaço através da qual é possível viajar para outras dimensões,3 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma nova estrela,Image 4,Caixa
10235684858,216856699,09/24/2018 01:34:57 PM,09/24/2018 01:35:53 PM,,,,,,25 a 34,Masculino,Pós-graduação Incompleto,Superior Completo,Superior Completo,Publicitário,,,,,,,,,,,,,,,,,,
10235665521,216856699,09/24/2018 01:26:29 PM,09/24/2018 02:19:24 PM,,,,,,45 a 60,Feminino,Superior Completo,Fundamental Completo,Fundamental Incompleto,Analista de Sistemas,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Escorpião
10235659632,216856699,09/24/2018 01:24:37 PM,09/24/2018 01:32:04 PM,,,,,,25 a 34,Feminino,Pós-graduação Completo,Superior Completo,Superior Completo,Biólogo,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É o ""resto"" de uma estrela após esta ter morrido",Marcelo Gleiser,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Lira
10235609945,216856699,09/24/2018 01:04:27 PM,09/24/2018 01:06:38 PM,,,,,,25 a 34,Feminino,Superior Completo,Médio Incompleto,Médio Completo,Pedagogo,,,,,,,,,,,,,,,,,,
10235549553,216856699,09/24/2018 12:41:49 PM,09/24/2018 12:49:10 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Superior Completo,Historiador,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um cometa que passa muito perto da Terra,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É o ""resto"" de uma estrela após esta ter morrido",Emilio Médici,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 4,Escorpião
10235536600,216856699,09/24/2018 12:35:51 PM,09/24/2018 02:25:40 PM,,,,,,25 a 34,Masculino,Fundamental Completo,Médio Incompleto,Médio Incompleto,Tecnólogo,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Anã Branca,Image 4,Lira
10235516332,216856699,09/24/2018 12:29:23 PM,09/24/2018 12:30:15 PM,,,,,,14 a 17,Outros,Fundamental Incompleto,Fundamental Completo,Fundamental Incompleto,Bombeiro,Uma galáxia,9,Urano,Andrômeda,Um asteroide,150 mil Km,Plano,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É uma estrela que brilha muito,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É uma pequena galáxia que perdeu toda massa através de colisões com outras galáxias maiores, tornando-se ""negra""",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Nada. Ele simplesmente desaparecerá,Image 1,Lira
10235506302,216856699,09/24/2018 12:23:15 PM,09/24/2018 12:25:47 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Médio Completo,Superior Incompleto,Publicitário,,,,,,,,,,,,,,,,,,
10235494990,216856699,09/24/2018 12:20:13 PM,09/24/2018 12:28:54 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Médio Completo,Analista de Sistemas,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 4,Escorpião
10235492465,216856699,09/24/2018 12:16:29 PM,09/24/2018 12:25:23 PM,,,,,,25 a 34,Masculino,Pós-graduação Completo,Médio Completo,Superior Completo,Engenheiro,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 sextilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um cometa que passa muito perto da Terra,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Emilio Médici,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 1,Escorpião
